,artist,genre,genre_id,track_name,lyric
32,Nicki Minaj,Hip Hop/Rap,18,The Night Is Still Young,"Yo, ayo tonight is the night that I'ma get twisted
Myx Moscato and vodka, I'ma mix it
Roll that spaceship, we about to get lifted
Lift and the President gift is for the gifted
This what you came, this what you came for
You get what you buy, this what you paid for
So make sure the stars is what you aim for
Make mistakes though

I never worry, life is a journey
I just wanna enjoy the ride
What is the hurry? It's pretty early
It's okay, we'll take our time

The night is still young
The night is still young
The night is still young
And so are we

The night is still young
The night is still young
The night is still young
And so are we

Ayo, drinks on you or the drinks is on me
We ain't going nowhere like tanks on E
We still getting money, which bank is it gonna be?
If he sexy, he planking on me
So when them big boys want all of that
Tell the bartender, say my order back
It's bottle service, he ordered that
Might let him take it home and slaughter that
He got friends for all of my friends
They ain't leaving till we say when
And we gon' hangover the next day
But we will remember this day
So drop the pop and get low
Or we can drop the top and just cruise
We fresh to death, down to the shoes
My only motto in life is don't lose

I never worry, life is a journey
I just wanna enjoy the ride
What is the hurry? It's pretty early
It's okay, we'll take our time

The night is still young
The night is still young
The night is still young
And so are we

The night is still young
The night is still young
The night is still young
And so are we

We're just getting started, yeah, yeah
We're just getting started, yeah, yeah
Can't you see the night's still early
And we gon' get wild and crazy

We're just getting started, yeah, yeah
We're just getting started, yeah, yeah
Can't you see the night's still early
And we gon' get wild and crazy

The night is still young
The night is still young
The night is still young
And so are we

The night is still young
The night is still young
The night is still young
And so are we"
33,Nicki Minaj,Hip Hop/Rap,18,Muny,"Oh no we don't play with silly girls
All I know is the material girls
Give me the muny, the cars, the case loads
The mun-mun-muny, the yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny
The mu-mu-mu-mu-muny, the mu-mu-mu-mu-muny, muny, muny

Told y'all on Drake's shit, told y'all to fixate
Bitches want my old shit, buy my old mixtape
I ain't fuckin' with you bum bitches no more
Always in the club lookin' like a bozo
Talkin' 'bout money, we could have a conversation
Top five tax bracket in the population
Hatin' and I know they got a reason why
I ain't got to wonder if I want to lease or buy
And I dictate how I'm gon' piece the pie
I ain't talkin' about no muthafuckin' pizza pie
'Cause I keep a bad bitch, booty big and the waist-thin
Seen his little wiener, but we don't like Nathans
Nah homie you gon' need a bigger cock-pit
'Cause when I fly, I be right behind the cockpit
(Aye, yo captian, aye yo cap', I, I don't wanna hear that navigation, baby pa'
I'm tryin', I'm tryin' to get some sleep, ya dig?)

Oh no we don't play with silly girls
All I know is the material girls
Give me the muny, the cars, the case loads
The mun-mun-muny, the yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny
The mu-mu-mu-mu-muny, the mu-mu-mu-mu-muny, muny, muny

I'm in the UK but just for one day
Who's to say I won't come back again
Materialistic, I'm narcissistic, my shoe game is mean it's so sadistic
I took a learjet to cop some lipstick, yeah I'mma risk it, I'm optimistic
I sip on Ros?, you sip your Mystic, my flow's a biscuit short of a picnic
Okay, Versace Pythons, Louis aviators, Balenciagas and they gotta be the gladiators
Chanel lambskin, vintage Vanson, I'm on the bike doin' wheelies in a mansion
A lot of bad bitches on the pole dancin', Gucci bag just to put the coke cans in
(Hey, yo, Anna, hey yo Anna Wintour, I'ma need that cover baby girl, it's Pink Friday, ya dig)

Oh no we don't play with silly girls
All I know is the material girls
Give me the muny, the cars, the case loads
The mun-mun-muny, the yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny, the mun-mun-muny
Yen and the pesos
The mun-mun-muny, the mun-mun-muny
The mu-mu-mu-mu-muny, the mu-mu-mu-mu-muny, muny, muny

Material, I'm always on that new shit
Material, this shit is exclusive
Material, material world for material girls (girls, girls, girls)
Material, don't ever get the truth bent
Material, I could get you the blueprint
Material, material world for material girls (girls, girls, girls)

Material, material, ma-ma-material
Material, material, ma-ma-material
Material, material, ma-ma-material, girls (girls, girls, girls)
Material, material, ma-ma-material
Material, material, ma-ma-material
Material, material, ma-ma-material, girls"
34,Nicki Minaj,Hip Hop/Rap,18,Blow Ya Mind,"She said her name was Nicki
She came to play and her body was sick, yeah
She kill when she walk, so sexy when she talk
Oh you know she gonna blow ya mind
Okay, Nicki

Ayo yo yo yo yo yo ayo
Did these niggas fall and bump they little heads
I got 'em like ah which one of dem mama dead
'Cause when they get sick they start to cough bread
So (coughing sounds) just cough up that bread
Ya body look right, plus we crop heads
The Rolls Royce phantom yep the drop head
And that just goes to show I'm that bitch
I 26-inched the rims with black lips
Now this is the anthem, this, this is the anthem
Now this is the anthem, this, this is the anthem
In there, in there all in you're in ear
Boy I put this pussy all on your chinny chin chin-ear

She said her name was Nicki
She came to play and her body was sick, yeah
She kill when she walk, so sexy when she talk
Oh you know she gonna blow ya mind
Okay, Nicki

Yo yo yo yo yo yo
Whoa whoa whoa whoa whoa
Tell that nigga not to drink no more
Thinkin' that he hot, he really just so-so
That's just a ridiculous mofo
Fuck I look like? (all that)
Pull up in the (all black)
Suede on my (floor mat)
Bad bitch (format)
Ros? (call that)
Don't expect a (call back)
'Cause I'm international, tell 'em to call me Borat
Now this is the anthem, this, this is the anthem
Now this is the anthem, this, this is the anthem

In there, in there all in you're in ear
Boy I put this pussy all on your chinny chin chin-ear

She said her name was Nicki
She came to play and her body was sick, yeah
She kill when she walk, so sexy when she talk
Oh you know she gonna blow ya mind
Okay, Nicki

What the fuck I look like
What the fuck I look like
I'm a bad motherfucker
What the fuck I look like
F-f-fuck I look like
What the fuck I look like

I'm a bad motherfucker
What the fuck I look like
F-f-fuck I look like
What the fuck I look like

I'm a bad motherfucker
What the fuck I look like
F-f-fuck I look like
What the fuck I look like

I'm a bad motherfucker
What the fuck I look like
F-f-fuck I look like

She said her name was Nicki
She came to play and her body was sick, yeah
She kill when she walk, so sexy when she talk
Oh you know she gonna blow ya mind
Okay, Nicki"
35,Nicki Minaj,Hip Hop/Rap,18,Four Door Aventador,"Plenty more for you, boy
We in the funky four door, no floor

Hit me on the celly, watching Belly
God, son, I can see they study MaKaveli
Peanut butter Benz, got the jelly at the deli
If you feeling like a ninja I got a machete
Hell yeah, them girls bad, but I'm fucking heavy
I'mma fuck around and have them looking like spaghetti
I say some shit, he be like, ""Yo, you so legendary""
But he can tell just by my face he ain't getting any

Plenty more for you, boy
We in the funky four door, no floor
He was serving that raw, oh boy
She was making that noise, oh boy

Plenty more for you, boy
We in the funky four door, no floor
He was serving that raw, oh boy
She was making that noise, oh boy

Meet me at the Rucker, take the Bruckner
It's just me and young yucka, take you suckers
For their money and their whips, putting kitten on lips
Dividing the dividends, get the money and dip
Key's to the nigga's safe, put it under my tits
He got keys to that Roy, it could fit in the six
Got a UPS connect, so we good on them trips
Automatic bottle service so we good in them VIPs, nigga

Plenty more for you, boy
We in the funky four door, no floor
He was serving that raw, oh boy
She was making that noise, oh boy

Plenty more for you, boy
We in the funky four door, no floor
He was serving that raw, oh boy
She was making that noise, oh boy

These civilians, what up nigga? Excuse my millions
I'm in the V like a widow's peak
It's just me and my Rolls Royce pillow seats
Why they staring at me? I brung MacLaren with me
Yo, matter of fact, I think I'mma bring Donna Karan with me
And you my son, I don't know, it's just the parent in me
I am the best, I am the queen, it's so apparent it me
I'm in Hollywood with Shia LaBeouf
Most of you rappers ain't eating, that diet is rough
You want some hot shit? Send that wire to us
I make them change their name to Diddy, retire the puff
I'm getting acting money
You niggas is Kevin Hart, y'all be acting funny
I'mma a keep a linebacker, tell 'em tackle for me
Yo, you seen my last pic, go double-tap that for me
Cock back, Red octagon, stop that

Plenty more for you, boy
We in the funky four door, no floor
He was serving that raw, oh boy
She was making that noise, oh boy"
37,Nicki Minaj,Hip Hop/Rap,18,The Crying Game,"Here we go again, it's the game we love
Sheets all over the floor and they laced with drugs
You ain't play your cards right, you had the Ace of Clubs
Hit you with the Ace of Spade, in your face, and shrugged
Blood drippin' out your arm on my Asian rugs
We was just planning a wedding, caucasian doves
You was just tellin' your man's, that you hate the clubs
Now we in the crying game, heart laced with slugs

Are you alone?
Do you need someone?
And is it too late to talk?
Did I wait too long?
Thousand words don't change a thing
Is it only three?
Three words that you're missing?

Where did you go?
Couldn't see
I was too busy
Couldn't've just said no
Where would you go?
I think I know

Ooh, ooh, we're back to playing,
We're back to playing.
Ooh, ooh, we're back to playing,
The crying game.

I could've given everything
Don't wanna let the tears begin
We're back to playing
The crying game

I could've given everything
Don't wanna let the tears begin
We're back to playing
The crying game

Welcome to the crying game where you lose your soul
Where it ain't no easy cash, you got to use the toll
Ain't no cruise control, you 'bout to lose control
Ain't no smilin' faces here, we slammin' doors and dishes
Sayin' we don't miss each other, but it's all fictitious
Sayin' that we had enough, but enough of what?
Another slap to the face, another uppercut
I'm just abusive by nature, not 'cause I hate ya
Not 'cause I wanna, guess I wanna imitate ya
I know it's hard, I know I intimidate ya
But is you stayin' or goin'?
I couldn't breathe and you ain't even know it
How come you never show it?
All this love you speak of
All I want is to love and to be loved
(To love and to be loved)

I'm losin' a thing I thought I'd win
And I'm coming undone
'Cause the tears don't end

Where did you go?
Couldn't see
I was too busy
Couldn't've just said no
Where would you go?
I think I know

Ooh, ooh, we're back to playing,
We're back to playing.
Ooh, ooh, we're back to playing,
The crying game.

I could've given everything
Don't wanna let the tears begin
We're back to playing,
The crying game.

I could've given everything
Don't wanna let the tears begin
We're back to playing,
The crying game.

Ooh, ooh,
Ooh, ooh."
38,Nicki Minaj,Hip Hop/Rap,18,Freedom,"They never thank me for opening doors
But they ain't even thank Jesus when he died on the cross
'Cause ya spirit is ungrateful, bitches is so hateful, I remain a staple
My career's been the pink print

When I retire, tell 'em think pink
Pink Friday is the imprint
And these bitches basic, instinct
Oh shit, my commercial's on

Did I really body bitches with commercial songs?
Did I really prophecy everything I do?
But before I continue, let me thank my crew
So that was Young Wayne, Mack Maine, Baby & Slim came
Tez & E.I. told me it wouldn't be in vain
'Cause prior to me singing, I could've went insane

And even now I think ""Do I really want this fame?""
Let me get up and go, 700 to go, overseas for a show
Everybody get quiet when I'm starting the show
Man I'm birthing these artists and I'm starting to show

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here

Who I wanna work with? Nobody.
99% of dem is nobody
Bitches acting like they killing shit, okay
When I checked these bitches guns, no bodies

These niggas is fake fucks and opportunists
Niggas spend they last dime to say they copped the soonest
Why these niggas going broke to get ya approval?
Pretty soon, they'll be back up on dem Ramen noodles

B-B-B-B-Bible, queen is the title
And if you are my rival, then that means you're suicidal
And if you in the club then it's a Young Money recital
I'm just that vital, I'm busy, never idle

I'm ya idol, I'm ya idol, I'm ya mothafuckin' idol
Pink Friday in Macy's, thongs and some pasties
(Yo, what other female rapper perfume in there? 'Cause I must've missed it.)
12 milli to kick me feet up
Get ready, this is the re-up

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here

Mirror, mirror, won't you realize?
I just have to decide
What you hiding from?
What you hiding from?
Hiding baby

Mirror, mirror, won't you realize?
I just have to decide
What you hiding from?
What you hiding from?
Hiding baby

Would you, would you, give ya
Would you, would you, give ya
Would you, would you give ya all for you?
Would you, would you, give ya
Would you, would you, give ya
Would you, would you give ya all for you?

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here

I feel free, I feel freedom. Why they mad?
You should see them, burn an L
'Cause it's crazy in here, crazy in here, crazy in here"
39,Nicki Minaj,Hip Hop/Rap,18,Come On A Cone,"(Nicki Minaj)
Uh uh
Bitches ain't serious
Man, these bitches delirious
All these bitches inferiors
I just pimp my interiors

I just pick up and go
Might pick up a hoe
Might give conversation
If you kick up the dough

Never mind my money
Never mind my stats
Every bitch wanna be me
You can find them in Saks

Pink Friday two milli
""Super Bass"" triple plat
When you see me on Ellen
Just admit that I'm winning

Do a show for Versace
They request me by name
And if they don't get Nicki
It just won't be the same

When I'm sitting with Anna
I'm really sitting with Anna
Ain't a metaphor punchline
I'm really sitting with Anna

Front row in Oscar de la Renta posture
Ain't a bitch that could do it
Not even my impostor

Put these bitches on lock out
Where the fuck is your roster?
I pull up in that new new marinara and pasta

Shake my head
Yo, I'm mad
Ain't a bitch in my zone
In the middle of nowhere
I just feel so alone

Got the certification
'Cause it come with the stone
But this ice is so cold
It should come on a cone

It should come on a cone
It should come on a cone
Yeah my ice is so cold
It should come on a cone

It should come on a cone
It should come on a cone
'Cause my ice is so cold
It should come on a cone

7-Up went and gave my commercial to Cee-Lo
But don't tell them I said it
Let's keep it on the d-low

If you need you a look
Just put me on your song
But you know it will cost
About six figures long

But you bitches ain't got it
Where the fuck is your budgets?
Flying spurs for hers
Mean I'm fucking above it

And I just got the ghost
And I'm calling it Casper
But this shit is so cold
It belong in Alaska

Why the fuck am I styling?
I competes with myself
When you went against Nicki, you depleted your wealth

And I'm not masturbating
But I'm feeling myself
Paparazzis is waiting
'Cause them pictures will sell

Now don't you feel a-stupid
Yeah that's egg on your face
If you wasn't so ugly
I'd put my dick in your face

Dick in your face
Put my dick in your face

Shake my head
Yo I'm mad
Ain't a bitch in my zone
In the middle of nowhere
I just feel so alone

Got the certification
'Cause it come with the stone
But this ice is so cold
It should come on a cone

It should come on a cone
It should come on a cone
Yeah my ice is so cold
It should come on a cone

It should come on a cone
It should come on a cone
'Cause my ice is so cold
It should come on a cone

Ooh dick in your face
Ooh dick in your face
Ooh dick in your face
Put my dick in your face
Put my dick in your face

Yeah yeah
Yeah yeah
Yeah yeah
Yeah yeah

Yeah yeah
Yeah yeah
Yeah yeah
Yeah yeah
Yeah"
40,Nicki Minaj,Hip Hop/Rap,18,Put You in a Room,"Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me

Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me

Every time I come to fuck with you
You make up all the rules
You ought to do it
Just because our car's moving
Are you in my fucking corner for real?
Oh, are you plotting to kill?
I tell you just how I feel
But you never hear
Oh, why you take it like that?
Now you wanna leave and never come back
I don't control you, I ain't never say that
Can't give up on you, baby, we go way back

Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me

Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me

Every time I try to fuck with you
Nothing ain't ever enough for you
And I had all this hope for you
But all you do is open wounds
I could be fucking with them other niggas
I know you ain't them other niggas
I don't fuck with a lot of bitches
Just my real bitches
Why you keep talking about it,
You keep talking and you gon' get me pissed off
Motherfuckers who be wanting that bitch to go crazy
If she could cut her wrist off
I ain't gonna lie, no I ain't gonna lie like it was just his fault
But I know if a nigga lose me,
Then nigga, Ooh-ee, that's his loss, young nigga

Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me

Put you in a room
You ain't gotta leave
You ain't gotta leave
But you can't sleep with me"
41,Nicki Minaj,Hip Hop/Rap,18,Starships,"(RedOne...)
Oh, let's go to the beach, each
Let's go get a wave
They say, what they gonna say?

Have a drink, clink
Found the Bud Lite
Bad bitches like me 
Is hard to come by

The Patr?n, on
Let's go get it on
The zone, own
Yes I'm in the zone

Is it two, three? 
Leave a good tip
I'mma blow off my money 
And don't give two shits

I'm on the floor, floor
I love to dance
So give me more, more
Till I can't stand

Get on the floor, floor
Like it's your last chance
If you want more, more
Then here I am

Starships were meant to fly
Hands up and touch the sky
Can't stop 'cause we're so high
Let's do this one more time

Starships were meant to fly
Hands up and touch the sky
Let's do this one last time
Hands up...

(We're higher than a motherfucker)
(We're higher than a motherfucker)
(We're higher than a motherfucker)

Jump in my hoopty-hoopty-hoop
I own that
And I ain't paying 
My rent this month
I owe that

But fuck who you want
And fuck who you like
Dance all ya life 
There's no end in sight
Twinkle twinkle little star

Now everybody let me hear 
You say ray ray ray
Now spend all your money 
'Cause today pay day

And if you're a G
You a G-G-G
My name is Onika
You can call me Nicki

Get on the floor, floor
Like it's your last chance
If you want more, more
Then here I am

Starships were meant to fly
Hands up and touch the sky
Can't stop 'cause we're so high
Let's do this one more time

Starships were meant to fly
Hands up and touch the sky
Let's do this one last time
Hands up...

(We're higher than a motherfucker)
(We're higher than a motherfucker)
(We're higher than a motherfucker)

Starships were meant to fly
Hands up and touch the sky
Can't stop 'cause we're so high
Let's do this one more time

Starships were meant to fly
Hands up and touch the sky
Let's do this one last time
Hands up...

(We're higher than a motherfucker)
(We're higher than a motherfucker)
(We're higher than a motherfucker)"
42,Nicki Minaj,Hip Hop/Rap,18,I'm the Best,"It was back in '07, did a couple of tapes
Did a couple DVDs, made a couple mistakes
Didn't know what I was doin', but I put on a cape
Now it's which world tour should I go on and take

See you told me I would lose but I won
I might cop a million Jimmy Choos just for fun
'Cause bitches couldn't take what was in me
Australia, Sydney, might run up in Disney
Out in LA with Lindsey

Got the eye of the tiger, the lion of Judah
Now it's me in my time, it's just me in my prime
Everything I tried to teach 'em, they gon' see it in time
Tell them bitches get a stick, I'm done leadin' the blind

Got two shows tonight, that's Brooklyn and Dallas
Then a private party at the Buckingham Palace
Which means I gotta fly like a movie no commercial
That's Young Money, Cash Money, yeah I'm Universal

I hear they comin' for me
Because the top is lonely
What the fuck they gon' say
What the fuck they gon' say

I'm the best bitch, doin' it, doin' it
I'm the best bitch, doin' it, doin' it
I'm the best, best, best, best
I'm the best, best, best, best
I'm the best

I remember when I couldn't buy my mother a couch
Now I'm sittin' at the closin', bought my mother a house
You could never understand why I grind like I do
Makiah and Jelani why I grind like I do

'Cause even when my daddy was on crack, I was cracked
Now the whole album crack, you ain't gotta skip a track
I ain't gotta get a plaque, I ain't gotta get awards
I just walk up out the door, all the girls will applaud

All the girls will come in, as long as they understand
That I'm fightin' for the girls that never thought they could win
'Cause before they could begin you told 'em it was the end
But I am here to reverse the curse that they live in

Got two bones to pick, I'ma only choose one
You might get addressed on the second album
Which means you can breathe till I motherfuckin' say so
To all my bad bitches, I can see your halo

I hear they comin' for me
Because the top is lonely
What the fuck they gon' say
What the fuck they gon' say

I'm the best bitch, doin' it, doin' it
I'm the best bitch, doin' it, doin' it
I'm the best, best, best, best
I'm the best, best, best, best
I'm the best

It's okay, it's okay, long as you know
Long as you know
Long as you motherfuckers know
I'm the be-be-be-be-best

I hear they comin' for me
Because the top is lonely
What the fuck they gon' say
What the fuck they gon' say

I'm the best bitch, doin' it, doin' it
I'm the best bitch, doin' it, doin' it
I'm the best, best, best, best
I'm the best, best, best, best
I'm the best"
43,Nicki Minaj,Hip Hop/Rap,18,Grand Piano,"Am I just a fool?
Blind and stupid for loving you
Am I just a silly girl?
So young and naive to think you were the one
Who came to take claim of this heart
Cold-hearted, shame you'll remain just afraid in the dark

And now the people are talking, the people are saying
That you have been playing my heart like a grand piano
The people are talking, the people are saying
That you have been playing my heart like a grand piano
So play on, play on, play on
Play on, play on, play on
Play on, play on, play on
Play on, play on

Am I being a fool?
Wrapped up in lies and foolish truths
What do I see in you?
Maybe I'm addicted to all the things you do
'Cause I keep thinking you were the one
Who came to take claim of this heart
Cold-hearted, shame you'll remain just afraid in the dark

And now the people are talking, the people are saying
That you have been playing my heart like a grand piano
The people are talking, the people are saying
That you have been playing my heart like a grand piano
So play on, play on, play on
Play on, play on, play on
Play on, play on, play on
Play on, play on"
44,Nicki Minaj,Hip Hop/Rap,18,Wave Ya Hand,"Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!
Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!

Uh-huh, yo, yo...
Now, tell them bitches, ""Anyway,""
'Cause we don't care what none of dem gyal haffi say...
You can't stop me, I'ma fulfill the prophecy;
I do it, I did it the proper way...
On my property, now watch how we operate:
Bottles on ice, the bottles is on ice;
The VIP lights is hittin' us just right...
So if you gettin' money, just throw it up in the air;
Your hands in the air like I was your puppeteer...
'Cause I, I, I, I am Zolanski;
Some call me Barbie, yes, I'm life-size.
Yes, I am humble, yes, but why lie?
I am the reason why these girls go bye-bye.

Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!
Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!

OK, now this right here could get me in trouble,
'Cause when I say I ball, I don't mean in a huddle...
I'm always an alarm, I never do nothing subtle;
Cause #ItsPinkFridayHoe! That's the rebuttal.
My two guns up - it's blazin', let's go.
I keep a lot of money up in the Escrow,
And when I'm at the game, I'm in the best row;
I am the baddest bitch up in the pet sto'!
'Cause I, I, I, I am Onika,
And these shoes here mean ""fashionista"",
Cause these don't come out till it's Easter;
I'm VIP-bound with Leighton Meester...

Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!
Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!

Ya, ya, ya-ya, ya, ya-ya, ya, ya-ya, ya, ya, yaAaAaAUGH!
(Complete, total gibberish)
Ya, ya-ya-ya-ya, ya, ya, ya-ya-ya-ya!

Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!
Wave ya hand if you look good...
Throw some shade if you look good...
Wave ya hand if you look good...
Anyway, bitch, you look good!"
45,Nicki Minaj,Hip Hop/Rap,18,Pound The Alarm,"Oh! Oh! Oh! Come fill my glass up a little more!
We 'bout to get up and burn this floor!
You know we're getting hotter and hotter!
Sexy and hotter! Let's shut it down!

Yo! What I got to do to show these girls that I own them?
Some call me Nicki and some call me Roman.
Skeezer, Pleaser, I'm in Ibiza.
Giusuppes and I be my own sneaker.

Sexy, sexy, that's all I do.
If you need a bad bitch, let me call a few.
Pumps on and them little mini skirts is out.
I see some good girls, I'mma turn 'em out.

Okay, bottle, sip, bottle, guzzle.
I'm a bad bitch, no muzzle, hey.
Bottle, sip, bottle, guzzle.
I'm a bad bitch, no muzzle, let's go.

Music... makes me... high...

Oh! Oh! Oh! Come fill my glass up a little more!
We 'bout to get up and burn this floor!
You know we're getting hotter and hotter!
Sexy and hotter! Let's shut it down!

Pound the alarm!
Pound the alarm!

I want to do it for the night. (Night!)
So get me now and knock this over.
I want to do it like you like. (Like!)
Come get me, baby, we're not getting younger.
I just want you tonight. (Night!)
Baby, we won't do it for life. (Life!)

Music... makes me... high...

Oh! Oh! Oh! Come fill my glass up a little more!
We 'bout to get up and burn this floor!
You know we're getting hotter and hotter!
Sexy and hotter! Let's shut it down!

Pound the alarm!
Pound the alarm!
The alarm! The alarm!
The alarm! The alarm!

Oh! Oh! Oh! Come fill my glass up a little more!
We 'bout to get up and burn this floor!
You know we're getting hotter and hotter!
Sexy and hotter! Let's shut it down!

Pound the alarm!
Pound the alarm!
Pound the alarm!"
46,Nicki Minaj,Hip Hop/Rap,18,Did It on'em,"Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em
Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em

All these bitches is my sons
And imma go and get some bibs for 'em
A couple formulas, little pretty lids on 'em
If I had a dick, I would pull it out and piss on 'em

Let me shake it off
I just signed a couple deals I might break you off
And we ain't making up I don't need a mediator
Just let them bums blow steam, radiator

Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em
Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em

This stone is flawless F1
I keep shooters up top in the F1
A lot of bitches beggin' me to f one
But Imma eat them rap bitches when the chef come

Throw some fresh ones
More talent in my muthafuckin' left thumb
She ain't a Nicki fan then the bitch def dumb
You ain't my son you my muthafuckin' stepson

Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em
Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em

All these bitches is my sons
And I ain't talking 'bout Phoenix
Bitch I get money so I do's what I pleases
I live where the muthafuckin' pools and the trees is

Broke bitches so crusty (disgust me)
Gave the bitch a ride got the continental dusty
Trust me I keep a couple hundred in the duff' B
Couple Wet Wipes case a bum try to touch me, ew

I'm the Terminator, bitch talk slick Imma have to terminate her
These little nappy-headed hoes need a perminator
You my seed I spray you with the Germinator
Move back bugs, matter fact you know the queen could use a back rub
If you could turn back time, Cher
You used to be here but now you gone Nair

Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em
Shitted on 'em, man I just shitted on 'em
Shitted on 'em, put yo' number twos in the air if you did it on 'em"
47,Nicki Minaj,Hip Hop/Rap,18,Right Thru Me,"You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

You let me win,
You let me ride
You let me rock,
You let me slide

And when they lookin',
You let me hide
Defend my honor,
Protect my pride

The good advice
I always hated
But looking back
It made me greater

You always told me
Forget the haters
Just get my money
Just get my weight up

Know when I'm lying,
Know when I'm crying
It's like you got it
Down to a science

Why am I trying?
No, you ain't buying,
I tried to fight it
Back with defiance

You make me laugh
You make me hoarse
From yelling at you
And getting at you

Picking up dishes
Throwing them at you
Why are you speaking
When no one asked you

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

What are we doing,
Could you see through me?

'Cause you say ""Nicki.""
And I say ""Who, me?""
And you say ""No, you.""
And I say ""Screw you.""

Then you start dressing
And you start leaving
And I start crying
And I start screaming
The heavy breathing
But what's the reason

Always get the reaction you wanted
I'm actually fronting
I'm askin' you something
Yo, answer this question,
Class is in session

Tired of letting
Passive aggression
Control my mind,
Capture my soul
Okay, you're right
Just let it go

Okay, you got it,
It's in the can
Before I played it
You knew my hand.
You could turn a free throw into a goal
Nigga got the peep hole to my soul

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you

Stop oh... stop oh
Would you just stop looking through me 'cause I just can't take it
No I can't take it

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you
How do you

You see right through me
How do you do that shit
How do you do that shit
How do you do that shit

How do you
How do you
How do you
How do you
How do you

You see right through me.
(You see right through me baby)
You see right through me
You see right through me... yeah yeah"
