artist,genre,genre_id
Imogen Heap,Rock,21
ISA,Pop,14
ISA,Hip Hop/Rap,18
Indiana,Electronic,7
Indiana,Dance,17
Indiana,Hip Hop/Rap,18
Indiana,Alternative,20
Indiana,Rock,21
Indiana,House,1048
Iridio,Heavy Metal,1153
Iridio,World,19
IAMX,Electronic,7
Izzy Marie Hill,Pop,14
Irma,Pop,14
Ivy Levan,Pop,14
Inger Marie Gundersen,Jazz,11
Imelda May,Jazz,11
Iris,Pop,14
Iris,Rock,21
I Nine,Pop,14
I Nine,Reggae,24
Ida Haendel,Classical,5
Isabelle Boulay,Vocal,23
Isobel Campbell,Alternative,20
Isobel Campbell,Rock,21
Ida Corr,Dance,17
Ida Corr,World,19
Invader Girl,Pop,14
Impellitteri,Rock,21
Ida Redig,Pop,14
Ich + Ich,Pop,14
Iris DeMent,Singer/Songwriter,10
Indian Summer,Dance,17
Indian Summer,World,19
Ingrid Haebler,Classical,5
Ingrid Chavez,Alternative,20
Ivy Quainoo,Pop,14
Izzy Stradlin,Rock,21
Jessie J,Soundtrack,1169
Jessie J,Pop,14
Jess Glynne,Pop,14
Jewel,Holiday,8
Jewel,Pop,14
Jewel,R&B/Soul,15
Jewel,Soundtrack,16
Jewel,Hip Hop/Rap,18
Jewel,World,19
Jewel,Lullabies,1014
Jewel,Asia,1204
Jasmine Thompson,Singer/Songwriter,10
Jasmine Thompson,Pop,14
Jasmine Thompson,R&B/Soul,15
Jasmine Thompson,Dance,17
Jasmine Thompson,Hip Hop/Rap,18
Jasmine Thompson,House,1048
Jennifer Lopez,Funk,1139
Jennifer Lopez,Pop,14
Janelle Monáe,R&B/Soul,15
Janelle Monáe,Hip Hop/Rap,18
Joy Gruttmann,Rock,21
Joy Gruttmann,German Pop,50000066
Jocelyn Pook,Soundtrack,16
Joanie Madden,Singer/Songwriter,10
Jem,Pop,14
Jem,Soundtrack,16
Jem,Dance,17
Jem,Alternative,20
Jessie Ware,Pop,14
Janet Jackson,Pop,14
Jaci Velasquez,Christian & Gospel,22
Jordin Sparks,Pop,14
Joyce Jonathan,French Pop,50000064
Joan Baez,Singer/Songwriter,10
Joy Williams,Alternative,20
Joy Williams,Christian & Gospel,22
Joy Williams,Traditional Gospel,1105
Jessica Simpson,Singer/Songwriter,10
Jessica Simpson,Pop,14
Jhené Aiko,R&B/Soul,15
Joss Stone,Pop,14
Jessica Mauboy,Pop,14
Jibbs,R&B/Soul,15
Jibbs,Hip Hop/Rap,18
Julia Sheer,Singer/Songwriter,10
Jeffree Star,Electronic,7
Jennifer Hudson,Alternative,20
Jennifer Hudson,Rock,21
Jay Delano,Hip Hop/Rap,18
Jacqueline du Pré,Classical,5
Julie London,Jazz,11
Jane Birkin,Rock,21
Jane Birkin,French Pop,50000064
Janet Seidel,Jazz,11
Jim Croce,Pop,14
Janis Joplin,Rock,21
Jennifer Lynn,Pop,14
Jazmine Sullivan,R&B/Soul,15
Jessi Malay,Pop,14
Jes,Dance,17
Jes,Hip Hop/Rap,18
Jes,Rap,1076
Jojo,Pop,14
Jojo,World,19
Jojo,Alternative,20
Jojo,Bollywood,1263
Jojo,Indian Folk,1279
Jojo,Pop,14
Jojo,World,19
Jojo,Alternative,20
Jojo,Bollywood,1263
Jojo,Indian Folk,1279
Jamelia,Pop,14
Jamelia,R&B/Soul,15
Jamelia,Soundtrack,16
Joni Mitchell,Pop,14
Joni Mitchell,Rock,21
Jordyn Taylor,Pop,14
Jordyn Taylor,R&B/Soul,15
Jessie Farrell,Country,6
Joan Jett,Rock,21
Jessica Jay,Dance,17
Julie Fowlis,Singer/Songwriter,10
Joy Enriquez,Christian & Gospel,22
Katy Perry,Pop,14
Katy Perry,Dance,17
Kelly Clarkson,Pop,14
Kesha,Singer/Songwriter,10
Kim Taylor,Singer/Songwriter,10
Kate Havnevik,Alternative,20
Kimbra,Pop,14
Kate Linn,Pop,14
Katie Sky,Singer/Songwriter,10
Keren Ann,Singer/Songwriter,10
Keren Ann,Pop,14
Keren Ann,Rock,21
Keren Ann,French Pop,50000064
Kari Kimmel,Pop,14
Kelly Sweet,Pop,14
Kyla La Grange,Singer/Songwriter,10
Kylie Minogue,Pop,14
Kacey Musgraves,Country,6
Karen Souza,Jazz,11
Kait Weston,Singer/Songwriter,10
KT Tunstall,Pop,14
KT Tunstall,Alternative,20
Katharine McPhee,Pop,14
Katie Herzig,Alternative,20
Keyshia Cole,R&B/Soul,15
Katy B,Pop,14
Kristina Train,Pop,14
Kat DeLuna,Pop,14
Kelly Rowland,Pop,14
Kelly Rowland,R&B/Soul,15
Katie Melua,Pop,14
Kika,Pop,14
Katherine Jenkins,Classical,5
Katherine Jenkins,Vocal,23
Karen O,Alternative,20
Kina Grannis,Singer/Songwriter,10
Kehlani,R&B/Soul,15
Kelsea Ballerini,Country,6
Kerri Watt,Singer/Songwriter,10
Kelleigh Bannen,Country,6
Keri Hilson,R&B/Soul,15
Keri Hilson,Rock,21
Katy McAllister,Singer/Songwriter,10
Keely Smith,Jazz,11
Krystl,Pop,14
Kiiara,Pop,14
Kamelia,Pop,14
Kaci Battaglia,Pop,14
Katie Goes to Tokyo,Pop,14
Kate Miller-Heidke,Pop,14
Kiki Rowe,R&B/Soul,15
Kim Carnes,Country,6
Kim Carnes,Pop,14
Kimberly Cole,Dance,17
Kristinia DeBarge,Pop,14
Keri Noble,Singer/Songwriter,10
Keri Noble,Pop,14
Kate Nash,Pop,14
Kate Nash,Alternative,20
Lana Del Rey,Alternative,20
Lady Gaga,Pop,14
Lenka,Pop,14
Lorde,Pop,14
Lorde,Dance,17
Lindsey Stirling,Pop,14
Leona Lewis,Pop,14
Lily Allen,Pop,14
Lene Marlin,Pop,14
Laura Welsh,Pop,14
Lainey Lou,Pop,14
Louisa Wendorff,Singer/Songwriter,10
Leddra Chapman,Pop,14
Luciana,R&B/Soul,15
Luciana,Dance,17
Lindsey Ray,Pop,14
Listenbee,Dance,17
Laura Pausini,Latin,12
Laura Pausini,Pop,14
LeAnn Rimes,Country,6
LeAnn Rimes,Rock,21
Laura Story,Christian & Gospel,22
Laura Fygi,Vocal,23
Lauren Aquilina,Pop,14
Lola,Pop,14
Lisa Ekdahl,Pop,14
Linda Ronstadt,Pop,14
Laura Shigihara,Soundtrack,16
Lea Michele,Pop,14
Lisa Lynne,Classical,5
Lisa Lynne,New Age,13
Leighton Meester,Pop,14
Loreen,Pop,14
Loreen,Easy Listening,25
Linnea Dale,Pop,14
Loreena McKennitt,World,19
Lisa Miskovsky,Pop,14
Laura Veirs,Singer/Songwriter,10
Laura Veirs,Alternative,20
Laurell,Pop,14
Lykke Li,Electronic,7
Lykke Li,Alternative,20
Lena,Pop,14
LaFee,Pop,14
Lena Fayre,Pop,14
Lights,Pop,14
Lights,Rock,21
Lil' Kim,Hip Hop/Rap,18
Lianne La Havas,Alternative,20
Lonely Drifter Karen,Alternative,20
Louane,French Pop,50000064
Lyric Everly,Singer/Songwriter,10
Los del Río,Latin,12
Los del Río,Pop,14
Lynnsha,R&B/Soul,15
Lex Vandyke,Pop,14
Lenachka,Singer/Songwriter,10
Lucy Schwartz,Pop,14
Lara Fabian,Pop,14
Lara Fabian,French Pop,50000064
Audioslave,Alternative,20
Meghan Trainor,Pop,14
Mariah Carey,Pop,14
Miley Cyrus,Pop,14
Miley Cyrus,Soundtrack,16
Madilyn Bailey,Singer/Songwriter,10
Agnes Monica,Pop,14
Madonna,Latin,12
Madonna,Pop,14
Madonna,World,19
Maria Arredondo,Pop,14
Marketa Irglova,Alternative,20
Macy Gray,R&B/Soul,15
Megan Nicole,Singer/Songwriter,10
Mandisa,Christian & Gospel,22
Marian Hill,Electronic,7
Meiko,Singer/Songwriter,10
Meiko,Kayokyoku,30
Meg Myers,Alternative,20
Marina and The Diamonds,Pop,14
Marina and The Diamonds,Dance,17
Marina and The Diamonds,Alternative,20
Mindy Gledhill,Pop,14
Missy Elliott,Pop,14
Missy Elliott,Hip Hop/Rap,18
Melanie Penn,Holiday,8
Miss Li,Pop,14
MD,Hip Hop/Rap,18
MD,Rock,21
MD,Africa,1203
Mocca,Pop,14
Mary J. Blige,R&B/Soul,15
Nesian Mystik,Hip Hop/Rap,18
Mary Lambert,Pop,14
Melanie Martinez,Alternative,20
María Mena,Flamenco,1295
María Mena,Pop,14
Marit Larsen,Pop,14
Monrose,Pop,14
Margaret,Pop,14
Margaret,Dance,17
Madeleine Peyroux,Vocal,23
Martha Argerich,Classical,5
Melanie C,Pop,14
Melanie C,Dance,17
Molly Johnson,Jazz,11
Miranda Lambert,Country,6
Mree,Singer/Songwriter,10
Mya,R&B/Soul,15
Mya,Dance,17
Mya,Pop in Spanish,1117
Mandy Moore,Pop,14
MiMi,Hip Hop/Rap,18
Mary Hopkin,World,19
Medina,Latin,12
Medina,Pop,14
Medina,Hip Hop/Rap,18
Medina,Vocal,23
Michelle Branch,Pop,14
Michelle Branch,Rock,21
Mozella,Pop,14
Maddi Jane,Pop,14
Miranda Cosgrove,Pop,14
Matisse,House,1048
Matisse,Pop in Spanish,1117
Matisse,Disco,1137
Matisse,Pop,14
Matisse,Dance,17
Marvin Hamlisch,Pop,14
Missy Higgins,Pop,14
Nicki Minaj,Hip Hop/Rap,18
Norah Jones,Jazz,11
Norah Jones,Pop,14
Natasha Bedingfield,Pop,14
Noosa,Country,6
Noosa,Electronic,7
Noosa,Pop,14
Nihan,World,19
Nile Rodgers,Blues,2
Nicole Scherzinger,Pop,14
Nicole Scherzinger,Hip Hop/Rap,18
Nelly Furtado,Electronic,7
Nelly Furtado,Pop,14
Natasha Thomas,Pop,14
Nina Simone,Jazz,11
Nâdiya,Pop,14
Nâdiya,World,19
Nâdiya,French Pop,50000064
Noonie Bao,Pop,14
Natalia Kills,Pop,14
Natalie Imbruglia,Pop,14
Nancy Ajram,World,19
Nancy Ajram,Rock,21
Nu Virgos,Pop,14
Nancy Sinatra,Alternative,20
Neon Hitch,Pop,14
Nadia Ali,Dance,17
Niña Girado,Christian & Gospel,22
Nolwenn Leroy,French Pop,50000064
Nora En Pure,Dance,17
Nina Nastasia,Alternative,20
Nikki Flores,Pop,14
Nina Sky,Pop,14
Nana Mouskouri,Pop,14
Nana Mouskouri,Vocal,23
Natasha St-Pier,Pop,14
Natasha St-Pier,French Pop,50000064
Nil Karaibrahimgil,Pop,14
Noel Toto,Pop,14
Nick Lachey,Pop,14
Nunu,Jazz,11
Nelly Makdessy,World,19
Nichole Alden,Rock,21
Noise Killerz,Dance,17
Norman Greenbaum,World,19
Norman Greenbaum,Rock,21
Heather Nova,Pop,14
Natalie Prass,Singer/Songwriter,10
Natalia Barbu,Pop,14
Natalie Cole,R&B/Soul,15
Nicola Piovani,Classical,5
Nicola Piovani,Pop,14
Nicola Piovani,Soundtrack,16
Nabiha,Pop,14
Nikki Phillippi,Pop,14
Nena,Musicals,1166
Nena,Pop,14
Najoua Belyzel,Pop,14
Otilia,Dance,17
Órla Fallon,Pop,14
Órla Fallon,World,19
Oh Susanna,Singer/Songwriter,10
Olivia Newton-John,Pop,14
Orianthi,Pop,14
Ofelia K,Pop,14
Olivia Ruiz,Electronic,7
Olivia Ruiz,French Pop,50000064
Olivia Somerlyn,Singer/Songwriter,10
Oh Land,Alternative,20
Ordo Rosarius Equilibrio,Alternative,20
Outlawz,Hip Hop/Rap,18
Obscenity,Dance,17
OverHertz,Electronic,7
Oceana,Pop,14
Oceana,Dance,17
Oceana,Rock,21
Oceana,Karaoke,52
Herman Olivera,Latin,12
Oval,Electronic,7
Omara Portuondo,Salsa y Tropical,1124
Omara Portuondo,Latin,12
Oonagh,Pop,14
Origen,Electronic,7
Origen,New Age,13
Ophelie Winter,Pop,14
Ophelie Winter,French Pop,50000064
Omega,Dance,17
Omega,World,19
Omega,Rock,21
Odetta,Classical,5
Odetta,Singer/Songwriter,10
P.O.D.,Rock,21
P.O.D.,Christian & Gospel,22
Olivia Holt,Pop,14
Orleya,Electronic,7
Ola Podrida,Alternative,20
Only Girl,Pop,14
Owlle,Alternative,20
Oleta Adams,R&B/Soul,15
Oleta Adams,Rock,21
One Self,Hip Hop/Rap,18
Orla Gartland,Singer/Songwriter,10
Olga Scheps,Classical,5
On Thorns I Lay,Rock,21
Chris Young,Country,6
Chris Young,Electronic,7
Chris Young,Hip Hop/Rap,18
Chris Young,Rock,21
Omar Sosa,Jazz,11
Ornella Vanoni,Pop,14
October Project,Pop,14
Onita Boone,R&B/Soul,15
P!nk,Latin,12
P!nk,Pop,14
P!nk,Soundtrack,16
Phoebe Ryan,Pop,14
Pixie Lott,Pop,14
Paloma Faith,Pop,14
Paula DeAnda,Pop,14
Priscilla Ahn,Children's Music,4
Priscilla Ahn,Pop,14
Pia Mia,Pop,14
Phil Everly,Rock,21
Plumb,Christian & Gospel,22
Phildel,Pop,14
Patti Smith,Alternative,20
Patti Smith,Rock,21
Panpipes,Pop,14
Patricia Kazadi,Pop,14
Paulin Voss,Pop,14
PJ Harvey,Rock,21
Paula Fernandes,Sertanejo,1228
Peggy Lee,Jazz,11
Peggy Lee,Pop,14
Peggy Lee,Dance,17
Peggy Lee,Vocal,23
Peggy Lee,Christmas,1080
Peggy Lee,Christmas: Pop,1086
Peggy Lee,Rock & Roll,1157
Pierre Bensusan,World,19
Paris Hilton,Pop,14
Patti Page,Pop,14
Patti Page,Vocal,23
Pat Benatar,Rock,21
Petruta Küpper,Pop,14
Paulini,Pop,14
Pigloo,Children's Music,4
Punch Brothers,Singer/Songwriter,10
Porcelain Black,Pop,14
Priscilla,Children's Music,4
Priscilla,Pop,14
Priscilla,Alternative,20
Priscilla,Rock,21
Patti LaBelle,Pop,14
Patti LaBelle,R&B/Soul,15
Patti LaBelle,Rock,21
Petite Meller,Pop,14
Paulina Rubio,Pop in Spanish,1117
Paulina Rubio,Latin,12
Paula Abdul,Pop,14
Peggy March,Pop,14
Patricia Kaas,Pop,14
Patricia Kaas,French Pop,50000064
Phil Perry,R&B/Soul,15
Phil Perry,Rock,21
Priscilla Renea,Pop,14
Priyanka Chopra,Regional Indian,1266
Priyanka Chopra,Pop,14
Patsy Cline,Country,6
Polly Scattergood,Pop,14
Polly Scattergood,Christian & Gospel,22
Patrick Ball,World,19
Patrice Rushen,Jazz,11
Preston Reed,Jazz,11
Pia Toscano,Pop,14
Paulina Palmgren,Pop,14
Penelope Austin,Alternative,20
Phoria,Ambient,1056
Patty Griffin,Singer/Songwriter,10
Patty Griffin,Rock,21
Passengers,Dance,17
Passengers,Rock,21
Polina Gagarina,Soundtrack,16
Poe,Electronic,7
Poe,Alternative,20
Poe,Rock,21
Queen Latifah,Hip Hop/Rap,18
The Quantic Soul Orchestra,Electronic,7
The Quantic Soul Orchestra,R&B/Soul,15
Qleo,Pop,14
Queen Ifrica,Reggae,24
Quarterflash,Rock,21
Quigley,Pop,14
Quigley,Rock,21
Queenadreena,Alternative,20
Quasi,Alternative,20
Quasi,Rock,21
Q-Burns Abstract Message,Dance,17
Quannum MCs,Hip Hop/Rap,18
Quarteto Em Cy,MPB,1225
Quarteto Em Cy,Latin,12
Quicksand,Rock,21
Question Mark,Dance,17
Quarks,Alternative,20
Quarks,Rock,21
The Quiet Boys,Jazz,11
Quartz,Electronic,7
Quartz,Dance,17
Quiet Village,Electronic,7
Quickspace,Alternative,20
Qveen Herby,R&B/Soul,15
Queta Tango y Glostora,Rock,21
Queendom,World,19
Quarteto Novo,MPB,1225
Quodia,World,19
Q-Unique,Soundtrack,16
Q-Unique,Hip Hop/Rap,18
Quidam,Alternative,20
QUIÑ,R&B/Soul,15
Quartet Buccal,French Pop,50000064
Quintessential Doll,Electronic,7
Quentin Quatro,Electronic,7
Q-Benjamin,R&B/Soul,15
Quarion,Electronic,7
Quintron,Alternative,20
Quarteto Negro,MPB,1225
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Shane Filan,Pop,14
Rihanna,Pop,14
Rihanna,Hip Hop/Rap,18
Rachel Platten,Pop,14
Russian Red,Pop,14
Rachael Yamagata,Pop,14
Rachael Yamagata,Rock,21
Regina Spektor,Singer/Songwriter,10
Regina Spektor,Pop,14
Regina Spektor,Alternative,20
Rachel Taylor,Pop,14
Rita Ora,Pop,14
RAYE,Pop,14
RAYE,Dance,17
Raven,Electronic,7
Raven,Pop,14
Raven,Alternative,20
Raven,Rock,21
Raven,Easy Listening,25
Redbone,Alternative,20
Redbone,Rock,21
Redbone,Rock & Roll,1157
Rayhon,Pop,14
Rosie Lowe,Alternative,20
Rachel Chan,Pop,14
Rumer,Singer/Songwriter,10
Ruth B.,Singer/Songwriter,10
Ruth B.,Dance,17
Rachel Portman,Original Score,1168
Rachel Portman,Soundtrack,16
Roberta Flack,Vocal,23
Rae Morris,Singer/Songwriter,10
Ruby Stinson,Pop,14
Robin Spielberg,New Age,13
Raluka,Pop,14
Raluka,Dance,17
Rachael Lampa,Soundtrack,16
Rachael Lampa,Christian & Gospel,22
Maria Rita,MPB,1225
Rachel Ruth,Christian & Gospel,22
Ryn Weaver,Alternative,20
Rosi Golan,Pop,14
Rita Calypso,Vocal,23
Ke$ha,Pop,14
Regina Belle,R&B/Soul,15
Rupert Holmes,Classical,5
Rupert Holmes,Pop,14
Rozzi Crane,Pop,14
Rebecca Ferguson,Pop,14
Rosalyn Tureck,Classical,5
Robyn,Electronic,7
Robyn,Pop,14
Robyn,Dance,17
ROZES,Pop,14
Rolla Sparks,Hip Hop/Rap,18
Róisín Murphy,Rock,21
Rebecca Black,Pop,14
Roxanne Emery,Pop,14
Rosemary Clooney,Jazz,11
Reba McEntire,Country,6
Renee Olstead,Pop,14
Raghav,Bollywood,1263
Raghav,Pop,14
Ross Copperman,Pop,14
Rebecca Pidgeon,Pop,14
Rosanne Cash,Country,6
Sia,Electronic,7
Sia,Pop,14
Sia,Soundtrack,16
Sia,Dance,17
Sia,Rock,21
Selena Gomez,Pop,14
Skylar Grey,Pop,14
Sofia Jannok,Pop,14
Sarah Connor,Pop,14
Shahzoda,Pop,14
Shakira,Latin,12
Shakira,Pop,14
Shakira,Hip Hop/Rap,18
Sarah Brightman,Pop,14
Sarah Brightman,Vocal,23
Samantha Jade,Pop,14
Sophie Zelmani,Rock,21
Sara Lov,Alternative,20
Sarah McLachlan,Pop,14
Sarah McLachlan,Alternative,20
Skeeter Davis,Country,6
Shreya Ghoshal,Bollywood,1263
Shreya Ghoshal,Regional Indian,1266
Sara Bareilles,Pop,14
Said the Sky,Electronic,7
Shivaree,Rock,21
S Club 7,Pop,14
S Club 7,Rock,21
Sarah Harmer,Pop,14
Shania Twain,Country,6
Smile.Dk,Pop,14
Sophia Black,Pop,14
Susie Suh,Rock,21
Stacey Kent,Holiday,8
Stacey Kent,Jazz,11
Stacey Kent,Pop,14
Stacey Kent,Soundtrack,16
Stacey Kent,Vocal,23
Schnuffel,Spoken Word,50000061
Samantha Mumba,Pop,14
Sinead O'Connor,Blues,2
Sinead O'Connor,Pop,14
Sinead O'Connor,Alternative,20
Sinead O'Connor,Rock,21
Sinead O'Connor,Reggae,24
Shura,Electronic,7
Shura,Pop,14
Shura,Dance,17
Shura,Rock,21
Sissel,New Age,13
Sissel,Pop,14
Sky Ferreira,Pop,14
Sofi de la Torre,Pop,14
Solid Base,Pop,14
Sunidhi Chauhan,Bollywood,1263
Sunidhi Chauhan,World,19
Stacey,Singer/Songwriter,10
Stacey,Pop,14
Stacey,Soundtrack,16
Stacey,Alternative,20
Sanna Nielsen,Pop,14
Stefanie Heinzmann,Pop,14
Sheryfa Luna,Hip Hop/Rap,18
Sheryfa Luna,French Pop,50000064
Sarina Paris,Pop,14
Sofia Kallgren,World,19
Sofia Kallgren,Rock,21
Soha,Dance,17
Suzanne Vega,Pop,14
Sibel,Pop,14
Sevyn Streeter,R&B/Soul,15
Sabrina,German Pop,50000066
Sys Bjerre,Pop,14
Sarah Russell,Trance,1051
Sarah & Julia,Children's Music,4
Sarah & Julia,Pop,14
Sofia Karlberg,Pop,14
Taylor Swift,Pop,14
Tove Lo,Alternative,20
Tiffany Alvord,Singer/Songwriter,10
Tinashé,Pop,14
Toni Braxton,R&B/Soul,15
Toni Braxton,Rock,21
Tonya Mitchell,Rock,21
Tyma,Electronic,7
TAMIA,R&B/Soul,15
TAMIA,Hip Hop/Rap,18
Tiggy,Hip Hop/Rap,18
Toy-Box,Pop,14
TVÅ,Electronic,7
TVÅ,Pop,14
Tori Kelly,Pop,14
Tom Barabas,New Age,13
Tina Karol,Pop,14
Tamara,Pop,14
Tamara,R&B/Soul,15
Tamara,Dance,17
Tamara,Christian & Gospel,22
Tamara,French Pop,50000064
Tamara,German Pop,50000066
Tamara,Pop in Spanish,1117
Tina Turner,R&B/Soul,15
TSUKINOSORA,New Age,13
Tynisha Keli,Pop,14
Tynisha Keli,Hip Hop/Rap,18
Tori Amos,Rock,21
Tayler Buono,Pop,14
The Electric Soft Parade,Pop,14
Tammi Terrell,R&B/Soul,15
The Avett Brothers,Rock,21
The Rembrandts,Pop,14
The Rembrandts,Alternative,20
The Rembrandts,Rock,21
Tiffany Giardina,Pop,14
Tina Arena,Country,6
Tina Arena,Pop,14
Tara MacLean,Pop,14
Tina Stachowiak,Pop,14
Tamar Braxton,Pop,14
Tamar Braxton,R&B/Soul,15
Tristan Prettyman,Pop,14
Tristan Prettyman,Rock,21
Tove Styrke,Pop,14
Tessanne Chin,Pop,14
