artist,genre,genre_id,track_name
Adele,Pop,14,All I Ask
Adele,Pop,14,Million Years Ago
Adele,Pop,14,Rolling in the Deep
Adele,Pop,14,Set Fire to the Rain
Adele,Pop,14,Hello
Adele,Pop,14,When We Were Young
Adele,Pop,14,Someone Like You
Adele,Pop,14,Send My Love (To Your New Lover)
Adele,Pop,14,Skyfall
Adele,Pop,14,Fiasco
Adele,Pop,14,Lovesong
Adele,Pop,14,Sweetest Devotion
Adele,Pop,14,Cold Shoulder (Basement Jaxx Dubb)
Adele,Pop,14,Melt My Heart to Stone
Adele,Pop,14,River Lea
Adele,Pop,14,Turning Tables
Adele,Pop,14,Hometown Glory
Adele,Pop,14,I Miss You
Adele,Pop,14,One and Only
Adele,Pop,14,Remedy
Adele,Pop,14,Crazy for You
Adele,Pop,14,Cold Shoulder
Adele,Pop,14,My Same
Adele,Pop,14,Hometown Glory (Axwell Remode)
Adele,Pop,14,Take It All
Adele,Pop,14,Rolling In The Deep (Acapella)
Adele,Pop,14,I'll Be Waiting
Adele,Pop,14,Love in the Dark
Adele,Pop,14,Rumour Has It
Adele,Pop,14,Best for Last
Adele,Pop,14,First Love
Adele,Pop,14,"That's It, I Quit, I'm Movin' On (Live at Hotel Cafe)"
Adele,Pop,14,Rolling in the Deep (Jamie xx Shuffle)
Adele,Pop,14,He Won't Go
Adele,Pop,14,Make You Feel My Love
Adele,Pop,14,Water Under the Bridge
Adele,Pop,14,Tired
Adele,Pop,14,Chasing Pavements
Adele,Pop,14,I Found a Boy
Adele,Pop,14,Don't You Remember
Adele,Pop,14,Right As Rain
Adele,Pop,14,Daydreamer
Adele,Pop,14,Set Fire to the Rain (Moto Blanco remix)
Adele,Pop,14,Take It All (Live)
Adele,Pop,14,Hometown Glory (Axwell club mix)
Adele,Pop,14,Set Fire to the Rain (Moto Blanco edit)
Adele,Pop,14,My Same (Live at Hotel Cafe)
Adele,Pop,14,Turning Tables (live acoustic)
Adele,Pop,14,Crazy for You (Live)
Adele,Pop,14,Rumour Has It (Live)
Adele,Pop,14,Hometown Glory (Axwell radio edit)
Adele,Pop,14,Don't You Remember (Live)
Adele,Pop,14,Set Fire to the Rain (Thomas Gold remix)
Adele,Pop,14,Right as Rain (Live at Hotel Cafe)
Adele,Pop,14,Don‰Ûªt You Remember (live acoustic)
Adele,Pop,14,Set Fire to the Rain (Thomas Gold dub)
Adele,Pop,14,Chasing Pavements (Live)
Adele,Pop,14,Someone Like You (Live from the BRITs)
Adele,Pop,14,Cold Shoulder (Basement Jaxx Classic remix)
Adele,Pop,14,Right As Rain (Live)
Adele,Pop,14,Melt My Heart to Stone (Live at Hotel Cafe)
Adele,Pop,14,Make You Feel My Love (Live)
Adele,Pop,14,Someone Like You (Live from the Brits 2011)
Adele,Pop,14,Hometown Glory (Live)
Adele,Pop,14,Cold Shoulder (Out of Office remix)
Adele,Pop,14,Someone Like You (live acoustic)
Adele,Pop,14,Make You Feel My Love (Live at Hotel Cafe)
Adele,Pop,14,Rolling in the Deep (Live)
Adele,Pop,14,Daydreamer (Live at Hotel Cafe)
Adele,Pop,14,Hometown Glory (High Contrast remix) (instrumental)
Adele,Pop,14,Hometown Glory (High Contrast remix)
Adele,Pop,14,Melt My Heart to Stone (Live)
Adele,Pop,14,I Found a Boy (Bonus Track)
Adele,Pop,14,Chasing Pavements (Live at Hotel Cafe)
Adele,Pop,14,One and Only (Live)
Adele,Pop,14,I Can't Make You Love Me (Live)
Adele,Pop,14,"That's It, I Quit, I'm Moving On (Live)"
Adele,Pop,14,Hometown Glory (Live at Hotel Cafe)
Adele,Pop,14,Cold Shoulder (Rusko remix)
Adele,Pop,14,Cold Shoulder (Basement Jaxx Classic edit)
Adele,Pop,14,Many Shades of Black (Performed By the Raconteurs and Adele)
Adele,Pop,14,When We Were Young
Adele,Pop,14,Hello from the Other Side
Adele,Pop,14,Crazy for You (Live at Hotel Cafe)
Adele,Pop,14,Fool That I Am (Live)
Adele,Pop,14,People
Adele,Pop,14,Don't Try to Stop Me
Adele,Pop,14,Make You Feel My Love (Tribute to Adele)
Adele,Pop,14,Rolling In The Deep (Tribute to Adele)
Adele,Pop,14,Van de gekken
Adele,Pop,14,Loser Like Me
Adele,Pop,14,Landslide
Adele,Pop,14,Somewhere Only We Know
Adele,Pop,14,True Colors
Adele,Pop,14,De jaren zestig
Adele,Pop,14,Songbird
Adele,Pop,14,Vingerlied
Adele,Pop,14,Keep Holding On
Adele,Pop,14,Goeie ouwe geur
Adele,Pop,14,Landslide - Karaoke Version
Ariana Grande,Pop,14,One Last Time - Gazzo Remix
Ariana Grande,Pop,14,Knew Better / Forever Boy
Ariana Grande,Pop,14,Intro
Ariana Grande,Pop,14,Somewhere Over the Rainbow (Live From Manchester)
Ariana Grande,Pop,14,You Don't Know Me
Ariana Grande,Pop,14,Baby I
Ariana Grande,Pop,14,My Everything
Ariana Grande,Pop,14,Bad Decisions
Ariana Grande,Pop,14,Jasonå«s Song (Gave It Away)
Ariana Grande,Pop,14,I Don't Care
Ariana Grande,Pop,14,Just A Little Bit Of Your Heart
Ariana Grande,Pop,14,Cadillac Song
Ariana Grande,Pop,14,Put Your Hearts Up
Ariana Grande,Pop,14,Honeymoon Avenue
Ariana Grande,Pop,14,Dangerous Woman
Ariana Grande,Pop,14,Be Alright
Ariana Grande,Pop,14,Thinking Bout You
Ariana Grande,Pop,14,True Love
Ariana Grande,Pop,14,Too Close
Ariana Grande,Pop,14,Lovin' It
Ariana Grande,Pop,14,Touch It
Ariana Grande,Pop,14,Not Just On Christmas
Ariana Grande,Pop,14,Why Try
Ariana Grande,Pop,14,Sometimes
Ariana Grande,Pop,14,Only 1
Ariana Grande,Pop,14,You‰Ûªll Never Know
Ariana Grande,Pop,14,Daydreamin'
Ariana Grande,Pop,14,Love Me Harder
Ariana Grande,Pop,14,Into You
Ariana Grande,Pop,14,Greedy
Ariana Grande,Pop,14,Winter Things
Ariana Grande,Pop,14,Better Left Unsaid
Ariana Grande,Pop,14,One Last Time
Ariana Grande,Pop,14,Wit It This Christmas
Ariana Grande,Pop,14,December
Ariana Grande,Pop,14,Tattooed Heart
Ariana Grande,Pop,14,Piano
Ariana Grande,Pop,14,Moonlight
Ariana Grande,Pop,14,Focus
Ariana Grande,Pop,14,Everyday
Ariana Grande,Pop,14,Break Free
Ariana Grande,Pop,14,Into You (3LAU Remix)
Ariana Grande,Pop,14,Baby I (A Director‰Ûªs Cut Radio Edit)
Ariana Grande,Pop,14,Baby I (Cosmic Dawn Radio Edit)
Ariana Grande,Pop,14,The Way
Ariana Grande,Pop,14,Problem
Ariana Grande,Pop,14,E piÌ_ ti penso (Duetto con Ariana Grande)
Ariana Grande,Pop,14,Love Me Harder
Ariana Grande,Pop,14,Side To Side
Ariana Grande,Pop,14,Problem
Ariana Grande,Pop,14,Over and Over Again (Elephante Uptempo Radio Version)
Ariana Grande,Pop,14,Problem (Dawin Remix)
Ariana Grande,Pop,14,Problem (Kassiano Remix)
Ariana Grande,Pop,14,Problem (Noodles & Devastator Remix)
Avril Lavigne,Pop,14,I Love You
Avril Lavigne,Pop,14,Darlin
Avril Lavigne,Pop,14,Hello Heartache
Avril Lavigne,Pop,14,Anything but Ordinary
Avril Lavigne,Pop,14,Complicated
Avril Lavigne,Pop,14,I Don't Have to Try
Avril Lavigne,Pop,14,Stop Standing There
Avril Lavigne,Pop,14,You Ain't Seen Nothin' Yet
Avril Lavigne,Pop,14,Bad Reputation
Avril Lavigne,Pop,14,Runaway
Avril Lavigne,Pop,14,Tomorrow
Avril Lavigne,Pop,14,He Wasn't
Avril Lavigne,Pop,14,My World
Avril Lavigne,Pop,14,When You're Gone
Avril Lavigne,Pop,14,Contagious
Avril Lavigne,Pop,14,Give You What You Like
Avril Lavigne,Pop,14,Fly
Avril Lavigne,Pop,14,Not Enough
Avril Lavigne,Pop,14,Nobody's Fool
Avril Lavigne,Pop,14,Adia (MSN Control Room)
Avril Lavigne,Pop,14,Nobody's Home
Avril Lavigne,Pop,14,My Happy Ending
Avril Lavigne,Pop,14,17
Avril Lavigne,Pop,14,How Does It Feel
Avril Lavigne,Pop,14,Naked
Avril Lavigne,Pop,14,I Will Be
Avril Lavigne,Pop,14,Everything Back But You
Avril Lavigne,Pop,14,Freak Out
Avril Lavigne,Pop,14,4 Real
Avril Lavigne,Pop,14,Mobile
Avril Lavigne,Pop,14,Unwanted
Avril Lavigne,Pop,14,Don't Tell Me
Avril Lavigne,Pop,14,Smile
Avril Lavigne,Pop,14,What the Hell
Avril Lavigne,Pop,14,Fall To Pieces
Avril Lavigne,Pop,14,Black Star
Avril Lavigne,Pop,14,I Always Get What I Want
Avril Lavigne,Pop,14,Bitchin' Summer
Avril Lavigne,Pop,14,Who Knows
Avril Lavigne,Pop,14,Why
Avril Lavigne,Pop,14,Fuel
Avril Lavigne,Pop,14,Take It
Avril Lavigne,Pop,14,Rock ‰Ûªn‰Ûª Roll
Avril Lavigne,Pop,14,Losing Grip
Avril Lavigne,Pop,14,Here‰Ûªs to Never Growing Up
Avril Lavigne,Pop,14,Remember When
Avril Lavigne,Pop,14,Sk8er Boi
Avril Lavigne,Pop,14,Alice
Avril Lavigne,Pop,14,Falling Fast
Avril Lavigne,Pop,14,I Can Do Better
Avril Lavigne,Pop,14,Alone
Avril Lavigne,Pop,14,Push
Avril Lavigne,Pop,14,How You Remind Me
Avril Lavigne,Pop,14,Things I'll Never Say
Avril Lavigne,Pop,14,Take Me Away
Avril Lavigne,Pop,14,Keep Holding On
Avril Lavigne,Pop,14,Knockin‰Ûª on Heaven‰Ûªs Door
Avril Lavigne,Pop,14,Hush Hush
Avril Lavigne,Pop,14,Girlfriend (Callout Hook)
Avril Lavigne,Pop,14,Goodbye
Avril Lavigne,Pop,14,Sk8er Boi (MSN Control Room)
Avril Lavigne,Pop,14,Forgotten
Avril Lavigne,Pop,14,Slipped Away
Avril Lavigne,Pop,14,Too Much to Ask
Avril Lavigne,Pop,14,Hello Kitty
Avril Lavigne,Pop,14,Wish You Were Here
Avril Lavigne,Pop,14,Sippin' On Sunshine
Avril Lavigne,Pop,14,One of Those Girls
Avril Lavigne,Pop,14,Everybody Hurts
Avril Lavigne,Pop,14,When You're Gone (Callout Hook)
Avril Lavigne,Pop,14,Together
Avril Lavigne,Pop,14,Innocence
Avril Lavigne,Pop,14,The Best Damn Thing
Avril Lavigne,Pop,14,Hot
Avril Lavigne,Pop,14,Girlfriend
Avril Lavigne,Pop,14,I'm With You
Avril Lavigne,Pop,14,The Making of Goodbye Lullaby
Avril Lavigne,Pop,14,Avril Hit Mix
Avril Lavigne,Pop,14,Smile (Acoustic Version)
Avril Lavigne,Pop,14,I'm With You (Nissan Live Sets on Yahoo! Music)
Avril Lavigne,Pop,14,When You're Gone (Nissan Live Sets on Yahoo! Music)
Avril Lavigne,Pop,14,Everything Back But You (Nissan Live Sets on Yahoo! Music)
Avril Lavigne,Pop,14,What the Hell (Remix)
Avril Lavigne,Pop,14,Sk8er Boi (Live Acoustic Version)
Avril Lavigne,Pop,14,Girlfriend (Junkie XL extended mix)
Avril Lavigne,Pop,14,Girlfriend (Radio Edit)
Avril Lavigne,Pop,14,Smile (radio edit)
Avril Lavigne,Pop,14,Wish You Were Here (instrumental)
Avril Lavigne,Pop,14,Girlfriend - The Submarines' Time Warp '66 Mix - Spanish
